Date,Time,Host,Final,Competitor 1 ,Flask,T0 Dilution Blue,T0 Blue,T0 Blue PFU/ml,T0 Clear Diltuion,T0 Clear,T0 Clear PFU/ml,T Final Dilution Blue,Tf Blue ,Tf PFU/ml Blue,Tf Dilution Clear,Tf Clear,Tf PFU/ml Clear,Mb (per h),Mc (per h),Wapprox,Mbar,W=Mb/Mc,W=Mc/Mb,r (b-c),r (c-b)
Jul_15_2012,4hr,ECC4,,cI26,3,0.01,95,9500,0.01,154,15400,0.01,14,1400,0.01,24,2400,-0.48,-0.46472,0.97025,-0.47,1.03,0.97,-0.014,0.014
Jul_15_2012,4hr,ECC4,,cI26,4,0.01,78,7800,0.01,138,13800,0.01,16,1600,0.01,23,2300,-0.4,-0.44794,1.1213,-0.4279,0.88,1.13,0.0519,-0.0519
Jul_15_2012,4hr,ECC4,,cI26,5,0.01,87,8700,0.01,151,15100,0.01,74,7400,0.01,109,10900,-0.04,-0.08148,1.62442,-0.0657,0.5,2.01,0.041,-0.041
Jul_15_2012,4hr,ECC4,,cI26,6,0.01,86,8600,0.01,160,16000,0.01,93,9300,0.01,142,14200,0.02,-0.02984,5.31948,-0.0114,-0.66,-1.53,0.0494,-0.0494
Jul_15_2012,4hr,ECC4,,cI26,7,0.01,96,9600,0.01,133,13300,0.01,21,2100,0.01,36,3600,-0.38,-0.32671,0.84684,-0.3477,1.16,0.86,-0.0532,0.0532
Jul_15_2012,4hr,ECC4,,cI26,8,0.01,102,10200,0.01,168,16800,0.01,16,1600,0.01,29,2900,-0.46,-0.43917,0.94658,-0.4479,1.05,0.95,-0.0239,0.0239


Aug_29_2012,24hr,606,,cI26,1,0.01,54,5400,0.01,54,5400,0,1,10000000,0,0,0,,,,,,,,
Aug_29_2012,24hr,606,,cI26,2,0.01,60,6000,0.01,78,7800,0,0,0,0,1,10000000,,,,,,,,
Aug_29_2012,24hr,606,,cI26,3,0.01,50,5000,0.01,68,6800,0,0,0,0,2,20000000,,,,,,,,
Aug_29_2012,24hr,606,,cI26,4,0.01,49,4900,0.01,60,6000,0,0,0,0,0,0,,,,,,,,
Aug_29_2012,24hr,ECC4,,cI26,1,0.01,47,4700,0.01,57,5700,0.0001,94,940000,0.0001,189,1890000,0.22,0.24183,1.09018,0.2336,0.91,1.1,-0.0211,0.0211
Aug_29_2012,24hr,ECC4,,cI26,2,0.01,57,5700,0.01,53,5300,0.00001,21,2100000,0.00001,69,6900000,0.25,0.29882,1.18821,0.2795,0.82,1.21,-0.0526,0.0526
Aug_29_2012,24hr,ECC4,,cI26,3,0.01,51,5100,0.01,77,7700,0.00001,48,4800000,0.00001,120,12000000,0.29,0.30631,1.07024,0.2992,0.93,1.07,-0.021,0.021
Aug_29_2012,24hr,ECC4,,cI26,4,0.01,46,4600,0.01,70,7000,0,11,11000000,0,33,33000000,0.32,0.35243,1.08236,0.3434,0.92,1.09,-0.0283,0.0283
May_22_2013,24hr,606,,D9-8.2,1,0.01,200,20000,0.01,4,400,0,1,10000000,0,88,880000000,0.26,0.6085,1.78527,0.4451,0.43,2.35,-0.3496,0.3496
May_22_2013,24hr,606,,D9-8.2,1,0.01,120,12000,0.01,20,2000,0.00001,3,300000,0,319,3190000000,0.13,0.5951,1.89681,0.514,0.23,4.44,-0.461,0.461
May_22_2013,24hr,ECC4,,D9-8.2,1,0.01,206,20600,0.01,3,300,0.001,2,2000,0.001,71,71000,-0.1,0.22778,7.23549,0.0521,-0.43,-2.34,-0.3249,0.3249
May_22_2013,24hr,ECC4,,D9-8.2,1,0.01,91,9100,0.01,24,2400,0.001,2,2000,0.00001,61,6100000,-0.06,0.32669,2.49118,0.2614,-0.19,-5.17,-0.3898,0.3898
Sep_04_2012,24hr,606,,cI26,1,0.01,20,2000,0.01,57,5700,0.00001,47,4700000,0,44,44000000,0.32,0.37298,1.13589,0.3647,0.87,1.15,-0.0496,0.0496
Sep_04_2012,24hr,606,,cI26,2,0.01,14,1400,0.01,71,7100,0.00001,25,2500000,0.00001,151,15100000,0.31,0.31926,1.02289,0.3181,0.98,1.02,-0.0073,0.0073
Sep_04_2012,24hr,606,,cI26,3,0.01,19,1900,0.01,55,5500,0.00001,71,7100000,0,77,77000000,0.34,0.39778,1.14144,0.3891,0.86,1.16,-0.055,0.055
Sep_04_2012,24hr,606,,cI26,4,0.01,22,2200,0.01,65,6500,0.00001,21,2100000,0,30,30000000,0.29,0.35155,1.19187,0.3422,0.81,1.23,-0.0657,0.0657
