Date,Time,Host,Final,Competitor 1 ,Flask,T0 Dilution Blue,T0 Blue,T0 Blue PFU/ml,T0 Clear Diltuion,T0 Clear,T0 Clear PFU/ml,T Final Dilution Blue,Tf Blue ,Tf PFU/ml Blue,Tf Dilution Clear,Tf Clear,Tf PFU/ml Clear,Mb (per h),Mc (per h),Wapprox,Mbar,W=Mb/Mc,W=Mc/Mb,r (b-c),r (c-b)
Aug_17_2012,8hr,606,yes,B2-13.1,1,0.01,107,10700,0.01,79,7900,0,36,36000000,0,26,26000000,1.02,1.01237,0.99728,1.014,1,1,0.0028,-0.0028
Aug_17_2012,8hr,606,yes,B2-13.1,2,0.01,97,9700,0.01,89,8900,0,27,27000000,0,23,23000000,0.99,0.98215,0.99059,0.9871,1.01,0.99,0.0093,-0.0093
Aug_17_2012,8hr,606,yes,B2-13.1,3,0.01,108,10800,0.01,65,6500,0,27,27000000,0,37,37000000,0.98,1.08086,1.10015,1.027,0.9,1.11,-0.1029,0.1029
Aug_17_2012,8hr,606,yes,B2-13.1,4,0.01,102,10200,0.01,70,7000,0,45,45000000,0,32,32000000,1.05,1.05345,1.00423,1.0508,1,1,-0.0044,0.0044
Aug_17_2012,8hr,ECC4,yes,B2-13.1,1,0.01,108,10800,0.01,85,8500,0.01,145,14500,0.001,151,151000,0.04,0.35965,2.20185,0.2686,0.1,9.77,-0.3228,0.3228
Aug_17_2012,8hr,ECC4,yes,B2-13.1,2,0.01,100,10000,0.01,81,8100,0.01,86,8600,0.001,107,107000,-0.02,0.32262,2.47328,0.2318,-0.06,-17.11,-0.3415,0.3415
Aug_17_2012,8hr,ECC4,yes,B2-13.1,3,0.01,83,8300,0.01,80,8000,0.01,87,8700,0.001,231,231000,0.01,0.42037,2.23349,0.336,0.01,71.45,-0.4145,0.4145
Aug_17_2012,8hr,ECC4,yes,B2-13.1,4,0.01,112,11200,0.01,98,9800,0.01,80,8000,0.001,146,146000,-0.04,0.33765,2.52462,0.2491,-0.12,-8.03,-0.3797,0.3797
Oct_16_2012,8hr,606,yes,G9-11.3,1,0.01,315,31500,0.01,51,5100,0.0001,86,860000,0.00001,100,10000000,0.41,0.94764,1.7508,0.7116,0.44,2.29,-0.5343,0.5343
Oct_16_2012,8hr,606,yes,G9-11.3,2,0.01,311,31100,0.01,52,5200,0.0001,99,990000,0.00001,151,15100000,0.43,0.99672,1.7406,0.7618,0.43,2.3,-0.5642,0.5642
Oct_16_2012,8hr,606,yes,G9-11.3,3,0.01,270,27000,0.01,41,4100,0.0001,61,610000,0.00001,132,13200000,0.39,1.00962,1.81355,0.762,0.39,2.59,-0.6199,0.6199
Oct_16_2012,8hr,606,yes,G9-11.3,4,0.01,284,28400,0.01,52,5200,0.0001,96,960000,0.00001,157,15700000,0.44,1.00159,1.72382,0.7758,0.44,2.28,-0.5615,0.5615
Oct_16_2012,8hr,606,yes,G9-11.3,5,0.01,278,27800,0.01,60,6000,0.0001,177,1770000,0.00001,111,11100000,0.52,0.94037,1.567,0.7428,0.55,1.81,-0.4212,0.4212
Oct_16_2012,8hr,606,yes,G9-11.3,6,0.01,304,30400,0.01,50,5000,0.0001,90,900000,0.00001,147,14700000,0.42,0.99827,1.75525,0.761,0.42,2.36,-0.5748,0.5748
Oct_16_2012,8hr,606,yes,G9-11.3,7,0.01,278,27800,0.01,45,4500,0.0001,163,1630000,0.00001,139,13900000,0.51,1.00445,1.64194,0.7719,0.51,1.97,-0.4955,0.4955
Oct_16_2012,8hr,606,yes,G9-11.3,8,0.01,275,27500,0.01,45,4500,0.0001,35,350000,0.00001,144,14400000,0.32,1.00886,1.90118,0.7667,0.32,3.17,-0.6909,0.6909
Oct_16_2012,8hr,ECC4,yes,G9-11.3,1,0.01,305,30500,0.01,55,5500,0.0001,2,20000,0,58,58000000,-0.05,1.15793,2.3115,0.9231,-0.05,-21.95,-1.2107,1.2107
Oct_16_2012,8hr,ECC4,yes,G9-11.3,2,0.01,314,31400,0.01,60,6000,0.0001,3,30000,0,81,81000000,-0.01,1.18881,2.24413,0.9601,0,-208.51,-1.1945,1.1945
Oct_16_2012,8hr,ECC4,yes,G9-11.3,3,0.01,308,30800,0.01,32,3200,0.001,9,3000,0.00001,381,38100000,-0.29,1.1731,2.66822,0.8777,-0.25,-4.03,-1.4642,1.4642
Oct_16_2012,8hr,ECC4,yes,G9-11.3,4,0.01,304,30400,0.01,55,5500,0.001,16,9000,0.00001,217,21700000,-0.15,1.03504,2.48289,0.8006,-0.15,-6.8,-1.1872,1.1872
Oct_16_2012,8hr,ECC4,yes,G9-11.3,5,0.01,271,27100,0.01,42,4200,0.0001,2,160000,0,41,41000000,0.22,1.14828,2.03189,0.8977,0.19,5.17,-0.9263,0.9263
Oct_16_2012,8hr,ECC4,yes,G9-11.3,6,0.01,298,29800,0.01,49,4900,0.0001,2,20000,0,42,42000000,-0.05,1.13202,2.33184,0.8874,-0.04,-22.71,-1.1819,1.1819
Oct_16_2012,8hr,ECC4,yes,G9-11.3,7,0.01,278,27800,0.01,53,5300,0.001,10,2000,0.00001,351,35100000,-0.33,1.09978,2.64073,0.8708,-0.3,-3.34,-1.4288,1.4288
Oct_16_2012,8hr,ECC4,yes,G9-11.3,8,0.01,289,28900,0.01,29,2900,0.0001,2,100000,0,22,22000000,0.16,1.11676,2.17557,0.818,0.14,7.2,-0.9616,0.9616
Oct_26_2012,8hr,606,yes,A12-10.6,1,0.01,145,14500,0.01,6,600,0.00001,37,3700000,0,66,66000000,0.69,1.45103,1.71899,1.0547,0.48,2.09,-0.7583,0.7583
Oct_26_2012,8hr,606,yes,A12-10.6,2,0.01,143,14300,0.01,7,700,0.00001,91,9100000,0,41,41000000,0.81,1.37225,1.55736,1.0142,0.59,1.7,-0.5653,0.5653
Oct_26_2012,8hr,606,yes,A12-10.6,3,0.01,171,17100,0.01,8,800,0.00001,19,1900000,0,48,48000000,0.59,1.37526,1.79309,0.9916,0.43,2.34,-0.7864,0.7864
Oct_26_2012,8hr,606,yes,A12-10.6,4,0.01,140,14000,0.01,7,700,0.00001,72,7200000,0,86,86000000,0.78,1.46485,1.6255,1.0943,0.53,1.88,-0.6845,0.6845
Oct_26_2012,8hr,606,yes,A12-10.6,5,0.01,144,14400,0.01,9,900,0.00001,26,2600000,0,86,86000000,0.65,1.43343,1.72385,1.083,0.45,2.21,-0.7839,0.7839
Oct_26_2012,8hr,606,yes,A12-10.6,6,0.01,171,17100,0.01,6,600,0.00001,74,7400000,0,51,51000000,0.76,1.4188,1.65176,1.0127,0.53,1.87,-0.66,0.66
Oct_26_2012,8hr,606,yes,A12-10.6,7,0.01,166,16600,0.01,5,500,0.00001,80,8000000,0,37,37000000,0.77,1.40148,1.63921,0.9844,0.55,1.81,-0.6293,0.6293
Oct_26_2012,8hr,606,yes,A12-10.6,8,0.01,147,14700,0.01,8,800,0.00001,33,3300000,0,66,66000000,0.68,1.41507,1.70273,1.0507,0.48,2.09,-0.7383,0.7383
Oct_26_2012,8hr,ECC4,yes,A12-10.6,1,0.01,145,14500,0.01,11,1100,0.001,2,2000,0.00001,23,2300000,-0.25,0.95567,2.92748,0.6243,-0.26,-3.86,-1.2033,1.2033
Oct_26_2012,8hr,ECC4,yes,A12-10.6,2,0.01,163,16300,0.01,8,800,0.001,2,2000,0.00001,147,14700000,-0.26,1.22734,2.76371,0.8446,-0.21,-4.68,-1.4896,1.4896
Oct_26_2012,8hr,ECC4,yes,A12-10.6,5,0.01,161,16100,0.01,11,1100,0.001,7,7000,0.00001,47,4700000,-0.1,1.045,2.63811,0.7015,-0.1,-10.04,-1.1491,1.1491
Oct_26_2012,8hr,ECC4,yes,A12-10.6,6,0.01,140,14000,0.01,8,800,0.001,10,10000,0.0001,149,1490000,-0.04,0.94121,2.70315,0.5773,-0.04,-22.38,-0.9833,0.9833
Oct_26_2012,8hr,ECC4,yes,A12-10.6,7,0.01,152,15200,0.01,6,600,0.001,4,4000,0.00001,50,5000000,-0.17,1.1285,2.79977,0.7197,-0.15,-6.76,-1.2954,1.2954
Nov_05_2012,8hr,606,yes,E4-13.2,1,0.01,26,2600,0.01,15,1500,0.0001,68,680000,0.0001,88,880000,0.7,0.79681,1.13597,0.7427,0.87,1.15,-0.101,0.101
Nov_05_2012,8hr,606,yes,E4-13.2,2,0.01,30,3000,0.01,18,1800,0.00001,26,2600000,0.00001,56,5600000,0.85,1.00534,1.17171,0.9304,0.84,1.19,-0.1598,0.1598
Nov_05_2012,8hr,606,yes,E4-13.2,3,0.01,29,2900,0.01,17,1700,0.00001,17,1700000,0.00001,31,3100000,0.8,0.93857,1.16328,0.8688,0.85,1.18,-0.1419,0.1419
Nov_05_2012,8hr,606,yes,E4-13.2,4,0.01,18,1800,0.01,11,1100,0.00001,11,1100000,0.00001,27,2700000,0.8,0.97571,1.1937,0.8973,0.82,1.22,-0.1738,0.1738
Nov_05_2012,8hr,606,yes,E4-13.2,5,0.01,26,2600,0.01,14,1400,0.0001,97,970000,0.00001,24,2400000,0.74,0.93084,1.22638,0.842,0.8,1.26,-0.1906,0.1906
Nov_05_2012,8hr,606,yes,E4-13.2,6,0.01,36,3600,0.01,11,1100,0.00001,37,3700000,0.00001,65,6500000,0.87,1.08553,1.22767,0.9603,0.8,1.25,-0.2186,0.2186
Nov_05_2012,8hr,606,yes,E4-13.2,7,0.01,33,3300,0.01,8,800,0.00001,91,9100000,0.00001,34,3400000,0.99,1.04433,1.05392,1.0028,0.95,1.05,-0.0541,0.0541
Nov_05_2012,8hr,606,yes,E4-13.2,8,0.01,38,3800,0.01,16,1600,0.00001,17,1700000,0.00001,34,3400000,0.76,0.95769,1.22745,0.8563,0.8,1.26,-0.1948,0.1948
Nov_05_2012,8hr,ECC4,yes,E4-13.2,1,0.01,30,3000,0.01,4,400,0.01,4,400,0.001,24,24000,-0.25,0.51179,4.09987,0.2464,-0.49,-2.03,-0.7637,0.7637
Nov_05_2012,8hr,ECC4,yes,E4-13.2,2,0.01,36,3600,0.01,16,1600,0.01,6,600,0.001,26,26000,-0.22,0.34851,3.80585,0.204,-0.64,-1.56,-0.5725,0.5725
Nov_05_2012,8hr,ECC4,yes,E4-13.2,3,0.01,20,2000,0.01,13,1300,0.01,15,1500,0.001,20,20000,-0.04,0.34167,2.61197,0.2343,-0.11,-9.5,-0.3776,0.3776
Nov_05_2012,8hr,ECC4,yes,E4-13.2,4,0.01,26,2600,0.01,18,1800,0.01,1,100,0.001,38,38000,-0.41,0.38122,3.9222,0.2698,-1.07,-0.94,-0.7885,0.7885
Nov_05_2012,8hr,ECC4,yes,E4-13.2,5,0.01,21,2100,0.01,14,1400,0.01,4,400,0.001,79,79000,-0.21,0.50412,2.82309,0.3902,-0.41,-2.43,-0.7114,0.7114
Nov_05_2012,8hr,ECC4,yes,E4-13.2,6,0.01,31,3100,0.01,7,700,0.01,5,500,0.001,31,31000,-0.23,0.47383,3.65496,0.2644,-0.48,-2.08,-0.7019,0.7019
Nov_05_2012,8hr,ECC4,yes,E4-13.2,7,0.01,26,2600,0.01,21,2100,0.01,46,4600,0.001,115,115000,0.07,0.50037,2.06051,0.4046,0.14,7.02,-0.4291,0.4291
Nov_05_2012,8hr,ECC4,yes,E4-13.2,8,0.01,30,3000,0.01,17,1700,0.01,5,500,0.001,34,34000,-0.22,0.37447,3.40168,0.2492,-0.6,-1.67,-0.5984,0.5984
Feb_06_2013,8hr,606,yes,A7-10.2,1,0.01,227,22700,0.01,17,1700,0,31,31000000,0,498,4980000000,0.9,1.86129,1.62709,1.5291,0.48,2.06,-0.9589,0.9589
Feb_06_2013,8hr,606,yes,A7-10.2,2,0.01,228,22800,0.01,12,1200,0,23,23000000,0,549,5490000000,0.86,1.91701,1.68205,1.5431,0.45,2.22,-1.0525,1.0525
Feb_06_2013,8hr,606,yes,A7-10.2,3,0.01,224,22400,0.01,13,1300,0,12,12000000,0,541,5410000000,0.79,1.90517,1.72589,1.5426,0.41,2.43,-1.1197,1.1197
Feb_06_2013,8hr,606,yes,A7-10.2,4,0.01,253,25300,0.01,20,2000,0,4,4000000,0,500,5000000000,0.63,1.84148,1.79781,1.5149,0.34,2.91,-1.2086,1.2086
Feb_06_2013,8hr,606,yes,A7-10.2,5,0.01,242,24200,0.01,13,1300,0,32,32000000,0,449,4490000000,0.9,1.88187,1.651,1.5107,0.48,2.09,-0.9835,0.9835
Feb_06_2013,8hr,606,yes,A7-10.2,6,0.01,196,19600,0.01,8,800,0,7,7000000,0,611,6110000000,0.73,1.98107,1.79061,1.5764,0.37,2.7,-1.2463,1.2463
Feb_06_2013,8hr,606,yes,A7-10.2,7,0.01,229,22900,0.01,15,1500,0,8,8000000,0,428,4280000000,0.73,1.858,1.74589,1.5096,0.39,2.54,-1.126,1.126
Feb_06_2013,8hr,606,yes,A7-10.2,8,0.01,182,18200,0.01,9,900,0,16,16000000,0,573,5730000000,0.85,1.95832,1.70457,1.5768,0.43,2.31,-1.111,1.111
Feb_06_2013,8hr,ECC4,yes,A7-10.2,1,0.01,264,26400,0.01,10,1000,0.001,11,11000,0.00001,374,37400000,-0.11,1.31618,2.57981,0.9024,-0.08,-12.03,-1.4256,1.4256
Feb_06_2013,8hr,ECC4,yes,A7-10.2,2,0.01,231,23100,0.01,8,800,0.01,230,23000,0.0001,212,2120000,0,0.98529,2.75412,0.562,0,-1816.87,-0.9858,0.9858
Feb_06_2013,8hr,ECC4,yes,A7-10.2,3,0.01,230,23000,0.01,14,1400,0.001,26,26000,0.00001,36,3600000,0.02,0.98153,2.54552,0.6252,0.02,64.05,-0.9662,0.9662
Feb_06_2013,8hr,ECC4,yes,A7-10.2,4,0.01,248,24800,0.01,12,1200,0.001,17,17000,0.00001,76,7600000,-0.05,1.0942,2.6076,0.71,-0.04,-23.18,-1.1414,1.1414
Feb_06_2013,8hr,ECC4,yes,A7-10.2,5,0.01,255,25500,0.01,16,1600,0.001,6,6000,0.00001,134,13400000,-0.18,1.12913,2.68924,0.7755,-0.16,-6.24,-1.31,1.31
Feb_06_2013,8hr,ECC4,yes,A7-10.2,6,0.01,212,21200,0.01,8,800,0.001,11,11000,0.00001,248,24800000,-0.08,1.29272,2.56486,0.8785,-0.06,-15.76,-1.3747,1.3747
Feb_06_2013,8hr,ECC4,yes,A7-10.2,7,0.01,211,21100,0.01,18,1800,0.001,15,15000,0.00001,37,3700000,-0.04,0.95354,2.56603,0.6361,-0.04,-22.36,-0.9962,0.9962
Feb_06_2013,8hr,ECC4,yes,A7-10.2,8,0.01,247,24700,0.01,17,1700,0.001,3,3000,0.00001,245,24500000,-0.26,1.19698,2.70989,0.8541,-0.22,-4.54,-1.4605,1.4605
Feb_24_2013,8hr,606,yes,D9-8.2,1,0.01,159,15900,0.01,8,800,0,4,4000000,0,42,4200000000,0.69,1.93422,1.79977,1.5545,0.36,2.8,-1.2433,1.2433
Feb_24_2013,8hr,606,yes,D9-8.2,2,0.01,153,15300,0.01,5,500,0.00001,6,600000,0,286,2860000000,0.46,1.94493,1.98215,1.5133,0.24,4.24,-1.4863,1.4863
Feb_24_2013,8hr,606,yes,D9-8.2,3,0.01,127,12700,0.01,6,600,0,1,1000000,0,40,4000000000,0.55,1.96408,1.89949,1.5768,0.28,3.6,-1.4183,1.4183
Feb_24_2013,8hr,606,yes,D9-8.2,4,0.01,162,16200,0.01,12,1200,0,2,2000000,0,263,2630000000,0.6,1.82502,1.82036,1.4908,0.33,3.03,-1.223,1.223
Feb_24_2013,8hr,606,yes,D9-8.2,5,0.01,179,17900,0.01,9,900,0.00001,9,900000,0,268,2680000000,0.49,1.86334,1.92596,1.4835,0.26,3.81,-1.3736,1.3736
Feb_24_2013,8hr,606,yes,D9-8.2,6,0.01,141,14100,0.01,10,1000,0,1,1000000,0,293,2930000000,0.53,1.86131,1.87293,1.522,0.29,3.49,-1.3286,1.3286
Feb_24_2013,8hr,606,yes,D9-8.2,7,0.01,146,14600,0.01,6,600,0.00001,9,900000,0,251,2510000000,0.52,1.90583,1.92596,1.5019,0.27,3.7,-1.3907,1.3907
Feb_24_2013,8hr,606,yes,D9-8.2,8,0.01,136,13600,0.01,9,900,0.00001,20,2000000,0,175,1750000000,0.62,1.81006,1.81093,1.4628,0.34,2.9,-1.1862,1.1862
Feb_24_2013,8hr,ECC4,yes,D9-8.2,1,0.01,129,12900,0.01,11,1100,0.01,25,2500,0.001,67,67000,-0.21,0.51367,4.58886,0.2003,-0.4,-2.5,-0.7188,0.7188
Feb_24_2013,8hr,ECC4,yes,D9-8.2,2,0.01,168,16800,0.01,7,700,0.01,21,2100,0.001,39,39000,-0.26,0.50253,8.14409,0.1067,-0.52,-1.93,-0.7625,0.7625
Feb_24_2013,8hr,ECC4,yes,D9-8.2,3,0.01,148,14800,0.01,8,800,0.01,46,4600,0.001,66,66000,-0.15,0.5516,4.69686,0.1887,-0.26,-3.78,-0.6977,0.6977
Feb_24_2013,8hr,ECC4,yes,D9-8.2,4,0.01,147,14700,0.01,9,900,0.01,47,4700,0.0001,92,920000,-0.14,0.86622,2.97688,0.5103,-0.16,-6.08,-1.0088,1.0088
Feb_24_2013,8hr,ECC4,yes,D9-8.2,5,0.01,154,15400,0.01,5,500,0.01,18,1800,0.001,204,204000,-0.27,0.75141,4.18593,0.3201,-0.36,-2.8,-1.0197,1.0197
Feb_24_2013,8hr,ECC4,yes,D9-8.2,6,0.01,138,13800,0.01,7,700,0.01,19,1900,0.001,182,182000,-0.25,0.69509,3.9696,0.3175,-0.36,-2.8,-0.9429,0.9429
Feb_24_2013,8hr,ECC4,yes,D9-8.2,7,0.01,156,15600,0.01,6,600,0.01,22,2200,0.001,235,235000,-0.24,0.7463,3.95438,0.3355,-0.33,-3.05,-0.9912,0.9912
Feb_24_2013,8hr,ECC4,yes,D9-8.2,8,0.01,159,15900,0.01,6,600,0.01,60,6000,0.0001,8,80000,-0.12,0.61161,4.55388,0.2064,-0.2,-5.02,-0.7334,0.7334
Aug_26_2012,8hr,606,neut,cI26,1,0.01,107,10700,0.01,51,5100,0,45,450000000,0,72,720000000,1.33,1.48222,1.10801,1.4016,0.9,1.11,-0.1514,0.1514
Aug_26_2012,8hr,606,neut,cI26,2,0.01,94,9400,0.01,39,3900,0,44,440000000,0,67,670000000,1.34,1.50676,1.11474,1.4165,0.89,1.12,-0.1625,0.1625
Aug_26_2012,8hr,606,neut,cI26,3,0.01,124,12400,0.01,60,6000,0,33,330000000,0,43,430000000,1.27,1.39747,1.0932,1.3286,0.91,1.1,-0.1238,0.1238
Aug_26_2012,8hr,606,neut,cI26,4,0.01,101,10100,0.01,66,6600,0,273,273000000,0,346,346000000,1.28,1.35839,1.06297,1.3151,0.94,1.06,-0.0828,0.0828
Aug_26_2012,8hr,ECC4,neut,cI26,1,0.01,122,12200,0.01,50,5000,0.01,48,4800,0.01,47,4700,-0.12,-0.00773,-0.46718,-0.0742,15.08,0.07,-0.1089,0.1089
Aug_26_2012,8hr,ECC4,neut,cI26,2,0.01,86,8600,0.01,49,4900,0.01,210,21000,0.01,112,11200,0.11,0.10333,0.92398,0.1087,1.08,0.93,0.0083,-0.0083
Aug_26_2012,8hr,ECC4,neut,cI26,3,0.01,108,10800,0.01,48,4800,0.01,59,5900,0.01,22,2200,-0.08,-0.09752,1.26787,-0.0819,0.77,1.29,0.0219,-0.0219
Aug_26_2012,8hr,ECC4,neut,cI26,4,0.01,89,8900,0.01,56,5600,0.01,183,18300,0.01,131,13100,0.09,0.10623,1.16695,0.0966,0.85,1.18,-0.0161,0.0161
Sep_04_2012,8hr,606,neut,cI26,1,0.01,20,2000,0.01,57,5700,0.00001,10,1000000,0.00001,84,8400000,0.78,0.91194,1.15209,0.8884,0.85,1.17,-0.1351,0.1351
Sep_04_2012,8hr,606,neut,cI26,2,0.01,14,1400,0.01,71,7100,0.00001,1,100000,0.00001,21,2100000,0.53,0.7112,1.25573,0.6945,0.75,1.33,-0.1776,0.1776
Sep_04_2012,8hr,606,neut,cI26,3,0.01,19,1900,0.01,55,5500,0.00001,3,300000,0.00001,9,900000,0.63,0.63721,1.00702,0.6361,0.99,1.01,-0.0045,0.0045
Sep_04_2012,8hr,606,neut,cI26,4,0.01,22,2200,0.01,65,6500,0.00001,5,500000,0.00001,59,5900000,0.68,0.85136,1.20979,0.8251,0.8,1.26,-0.1731,0.1731
Sept_28_2012,8hr,606,neut,cI26,1,0.01,90,9000,0.01,92,9200,0.00001,179,17900000,0.00001,469,46900000,0.95,1.06707,1.1151,1.0222,0.89,1.12,-0.1177,0.1177
Sept_28_2012,8hr,606,neut,cI26,2,0.01,91,9100,0.01,117,11700,0.00001,203,20300000,0.00001,568,56800000,0.96,1.06096,1.09462,1.0272,0.91,1.1,-0.0972,0.0972
Sept_28_2012,8hr,606,neut,cI26,3,0.01,104,10400,0.01,101,10100,0.00001,73,7300000,0.00001,197,19700000,0.82,0.94698,1.14228,0.8979,0.87,1.16,-0.1278,0.1278
Sept_28_2012,8hr,606,neut,cI26,4,0.01,97,9700,0.01,90,9000,0.00001,40,4000000,0.00001,88,8800000,0.75,0.86066,1.13224,0.8161,0.87,1.14,-0.1079,0.1079
Jan_19_2013,8hr,606,neut,cI26,1,0.01,99,9900,0.01,91,9100,0,27,270000000,0,119,1190000000,1.28,1.47265,1.13934,1.4062,0.87,1.15,-0.1959,0.1959
Jan_19_2013,8hr,606,neut,cI26,2,0.01,71,7100,0.01,98,9800,0,16,160000000,0,86,860000000,1.25,1.42279,1.1235,1.376,0.88,1.14,-0.1699,0.1699
Jan_19_2013,8hr,606,neut,cI26,3,0.01,86,8600,0.01,78,7800,0,64,64000000,0,189,189000000,1.11,1.26192,1.12241,1.2055,0.88,1.13,-0.1476,0.1476
Jan_19_2013,8hr,606,neut,cI26,4,0.01,69,6900,0.01,78,7800,0,44,44000000,0,137,137000000,1.1,1.2217,1.10758,1.1773,0.9,1.12,-0.1266,0.1266
Jan_19_2013,8hr,606,neut,cI26,5,0.01,98,9800,0.01,83,8300,0,66,66000000,0,224,224000000,1.1,1.27539,1.14338,1.2102,0.86,1.16,-0.1735,0.1735
Jan_19_2013,8hr,606,neut,cI26,6,0.01,81,8100,0.01,91,9100,0,144,144000000,0,55,550000000,1.22,1.37617,1.11539,1.3257,0.89,1.13,-0.153,0.153
Jan_19_2013,8hr,606,neut,cI26,7,0.01,75,7500,0.01,92,9200,0,206,206000000,0,46,460000000,1.28,1.35247,1.05655,1.3242,0.94,1.06,-0.0749,0.0749
Jan_19_2013,8hr,606,neut,cI26,8,0.01,94,9400,0.01,86,8600,,,,,,,,,,,,,,
Jan_19_2013,8hr,ECC4,neut,cI26,1,0.01,82,8200,0.01,93,9300,0.01,54,5400,0.01,83,8300,-0.05,-0.01422,-0.24171,-0.0306,3.67,0.27,-0.038,0.038
